Date,Adj Close,Close,High,Low,Open,Volume,Adj Close Diff,Adj Close Log,Adj Close Normalized_Diff,Adj Close Normalized_Log
2010-01-17 02:40:00.000000000,46.40862528483073,69.39427693684895,70.02647738986545,68.77601199679904,69.57264963785808,4794923.5,-0.07859420776367188,3.8373598803240108,0.6443194304141001,0.0705554290676284
2010-02-13 10:06:18.947368448,44.82447031924599,66.80293956555818,67.27424782200863,66.13404243870785,66.81482214676707,4722336.684210527,0.008543717233758224,3.802643580185632,0.6470101174210845,0.0470949843772331
2010-03-15 15:39:07.826086912,46.098351685897164,68.39246733292289,68.79635023034137,67.8715289572011,68.27759187117867,4735437.304347826,0.08379977682362431,3.830714144036291,0.6493339104393514,0.06606439955170818
2010-04-16 17:08:34.285714176,48.09136508759998,71.34933980305989,71.80203937348865,70.78396170479911,71.27090272449311,5490608.19047619,0.13686661493210567,3.872852821637714,0.650972533941167,0.09454070927521234
2010-05-15 12:00:00.000000000,47.17038497924805,69.78093528747559,70.84322738647461,68.44983348846435,70.09740829467773,6552501.15,-0.24692325592041015,3.853198758560557,0.6391216846244598,0.08125896387246849
2010-06-15 07:38:10.909090816,44.5883823741566,65.6578747142445,66.36781761863016,64.9384313063188,65.76352986422452,6219607.7272727275,-0.008257605812766335,3.7971629053424136,0.6464913180392681,0.043391275499476405
2010-07-16 13:42:51.428571392,47.05935487293062,69.29646373930431,69.78539639427548,68.4452144077846,69.17423139299665,5100467.285714285,0.17710258847191188,3.850823899340795,0.6522149597990253,0.0796540908545889
2010-08-15 22:54:32.727272704,47.63994719765403,69.92056898637252,70.5199141068892,69.2664944041859,69.95059204101562,4062110.6818181816,-0.16515714471990411,3.8631040455800956,0.6416464981660415,0.08795271975480906
2010-09-16 03:25:42.857142784,48.5842543102446,71.00772385370163,71.45007215227399,70.32767958868118,70.81262933640252,3648352.380952381,0.2222940354120167,3.8830462931415233,0.6536104031620863,0.1014292133342576
2010-10-15 18:17:08.571428608,50.79494439987909,74.23873211088635,74.76309967041016,73.54674275716145,74.28611319405692,4672265.0,-0.06783149355933779,3.927613446590341,0.6446517667104985,0.13154662890926877
2010-11-14 11:25:42.857142784,48.8727297101702,71.20202273414249,71.70648120698475,70.62549772716704,71.22033655075799,4860583.952380952,0.010642460414341855,3.8891718264763946,0.6470749234284247,0.10556870214582748
2010-12-16 00:00:00.000000000,49.615993152965196,71.97514447298917,72.46883531050248,71.45826998623934,71.93333851207386,4193523.909090909,0.06078147888183561,3.9042533591091897,0.6486231402988335,0.11576044091890426
2011-01-16 04:48:00.000000000,50.67982997894287,73.5183937072754,74.05184020996094,73.0,73.45694007873536,4232303.15,0.04668636322021484,3.925449738357976,0.6481879044979605,0.13008444667472135
2011-02-13 12:37:53.684210432,52.33055456061112,75.68077810187089,76.09663792660362,75.09989367033306,75.50519280684621,4158913.6315789474,0.15089617277446546,3.957356650895207,0.6514057454159788,0.15164637446764004
2011-03-16 00:00:00.000000000,53.08135040946629,76.45157789147419,77.10847771686056,75.8270320063052,76.42831221870755,4200440.391304348,0.03205506697944973,3.971672380515928,0.6477361122537508,0.16132060189483913
2011-04-15 10:48:00.000000000,54.486763381958006,78.4757526397705,78.86831092834473,77.88837814331055,78.35326042175294,3874077.2,0.10768756866455113,3.997816134223637,0.6500715292331639,0.1789879248933804
2011-05-15 06:51:25.714285824,55.167685190836586,79.22041756766183,79.82122911725726,78.68729000999814,79.30562191917782,3769666.6666666665,-0.059818631126767455,4.010293610168057,0.6448991917534601,0.18741990448518625
2011-06-15 16:21:49.090909184,53.73783284967596,76.85466731678356,77.440711628307,76.3275312943892,76.8390849720348,3670301.0454545454,0.012489492242986506,3.984050498898959,0.6471319569708572,0.1696854380248052
2011-07-16 08:24:00.000000000,55.15515308380127,78.881689453125,79.5037628173828,78.36078605651855,78.98913040161133,5177609.55,-0.2253732681274414,4.009531683427381,0.6397871155738073,0.1869050126307399
2011-08-15 15:39:07.826086912,47.6972772349482,67.95804794974948,68.99229364809783,66.88636016845703,68.08601080853006,7834538.434782608,-0.08871161419412364,3.864378321792793,0.6440070202433553,0.08881384511923847
2011-09-16 13:42:51.428571392,45.60956627982004,64.70735767909459,65.71428625924247,63.897914341517854,65.04618526640392,6623795.428571428,-0.31403714134579613,3.819469593295237,0.6370493095993757,0.0584656013019718
2011-10-16 05:42:51.428571392,45.489169166201634,64.53655043102447,65.30657777332124,63.4535756792341,64.21603811354865,6463098.571428572,0.20290374755859375,3.81671344391743,0.6530116604723742,0.05660306152155811
2011-11-14 21:42:51.428571392,46.89712796892439,66.37720961797805,67.0106702532087,65.68840553646996,66.30753271920341,5404450.714285715,0.07593518211728051,3.8476799133799644,0.6490910636789748,0.07752946039433113
2011-12-15 13:42:51.428571392,47.914100646972656,67.40643419538226,68.1004137311663,66.8374750046503,67.67757633754185,4552055.80952381,0.019528343563988096,3.869268647014894,0.6473493060274714,0.0921186098532057
2012-01-16 15:36:00.000000000,50.59330024719238,71.17558479309082,71.53177299499512,70.59155502319337,71.01045227050781,4203192.45,0.1479887008666992,3.923686287948976,0.651315967091723,0.12889274909693488
2012-02-14 18:00:00.000000000,52.34067344665527,73.33737525939941,73.64423065185547,72.93645477294922,73.26254158020019,3384076.1,0.047493934631347656,3.957759503061657,0.6482128410787112,0.15191861231936182
2012-03-16 01:05:27.272727296,52.84516369212758,73.74734011563388,74.03276062011719,73.30229637839578,73.68083052201705,3285118.4545454546,0.04384613037109375,3.96725331378579,0.648100202413889,0.1583343023700533
2012-04-15 16:48:00.000000000,52.41449089050293,73.14632148742676,73.5447322845459,72.64506683349609,73.12918090820312,3252611.5,0.004493522644042969,3.9590589291497715,0.6468850535529854,0.15279673336762895
2012-05-15 10:54:32.727272704,51.85690012845126,72.07471882213245,72.54142726551403,71.58596905795011,72.07167885520242,3255522.8636363638,-0.1157394755970348,3.9483200303012795,0.643172440862385,0.14553964256398413
2012-06-15 18:17:08.571428608,52.0290036882673,72.01106879824684,72.41519383021763,71.47873942057292,71.903566632952,3728427.4285714286,0.14930107480003688,3.951594951655896,0.651356491208987,0.1477527560293917
2012-07-16 12:34:17.142857216,53.98228400094168,74.7145254952567,75.16443779355004,74.0133775983538,74.51743970598493,3704057.523809524,0.04688935052780912,3.9885418113737914,0.6481941724382534,0.17272055949463647
2012-08-16 08:20:52.173913088,55.912317027216375,77.18081996751869,77.5189039810844,76.7667591260827,77.12883592688519,2535894.434782609,0.05453806338102921,4.023727470695438,0.6484303530943215,0.19649818588685836
2012-09-16 03:47:22.105263104,56.39409255981445,77.46171449360095,77.9273019087942,76.95300172504626,77.48195688348068,4094946.5789473685,-0.00576681839792352,4.032305604627773,0.6465682297781519,0.20229508347860012
