,Date,PredArima,ResArima,PredANN,ResANN,PredSar,ResSar,PredETS,ResETS,PredSVR,ResSVR,PredProphet,ResProphet,PredLTSM,ResLTSM,ActResHy,PredResHy,HyRes
0,2021-07-16 13:42:51.428571392,0.6472041841464807,-0.001280857673357727,0.6473389,-0.0014156003190217703,0.8480800772446163,-0.06813173933425953,0.6478196280402992,-0.0018963015671762395,0.6425119600864421,0.0034113663866809363,0.6442416706429046,0.000888629657477713,0.65120876,-0.005285431881064007,-0.001280857673357727,-0.0025681034,-0.001280857673357727
1,2021-08-15 22:54:32.727272704,0.6511644574127357,-0.006034157112353333,0.6486673,-0.003536975605226811,0.6276963536418702,-0.19589270828633243,0.6468145909773843,-0.0016842906770019317,0.6425119600864421,0.002618340213940251,0.6385873847149552,-0.01509507830947221,0.6514687,-0.00633839390967017,-0.006034157112353333,-0.002330074,-0.006034157112353333
2,2021-09-16 03:25:42.857142784,0.6596462272406453,-0.03615392083516222,0.64866686,-0.02517455226761267,1.0174945977885934,-0.43784349363344377,0.6471564949938068,-0.023664188588323753,0.6425119600864421,-0.019019653680959037,0.6501820011380471,0.00048809886450140727,0.65133375,-0.027841442888797974,-0.03615392083516222,-0.000110121444,-0.03615392083516222
3,2021-10-15 18:17:08.571428608,0.6499760916490186,0.0006940083535299513,0.64866275,0.002007354049942345,1.0411451805337755,-0.14167633226550935,0.6487060995007023,0.001964000501846197,0.6425119600864421,0.008158139916106477,0.6485603758150763,-0.010218146824783947,0.64931995,0.0013501532366488878,0.0006940083535299513,0.00076057576,0.0006940083535299513
4,2021-11-14 11:25:42.857142784,0.6502229192390044,-0.011880690248712078,0.6487508,-0.010408553022647093,0.7735120671120033,-0.1644730718019018,0.6551974589652448,-0.01685522997495248,0.6425119600864421,-0.004169731096149709,0.6421958819605973,0.013355675327638816,0.64860255,-0.010260316271090697,-0.011880690248712078,0.0005652737,-0.011880690248712078
5,2021-12-16 00:00:00.000000000,0.6492467745292344,0.006304782759001704,0.6491134,0.006438140616483179,0.7774755509606991,-0.20161871048194416,0.6465460326162085,0.009005524672027643,0.6425119600864421,0.01303959720179404,0.6429214656243231,-0.010990980848712528,0.6478075,0.0077440783835119875,0.006304782759001704,0.0013969848,0.006304782759001704
6,2022-01-16 04:48:00.000000000,0.6612025288959157,-0.029272044120305152,0.64723843,-0.015307948585442932,0.841003097388068,-0.2051577035876981,0.6470678670155909,-0.015137382239980401,0.6425119600864421,-0.010581475310831534,0.6438663111036153,-0.01814003001196518,0.6474392,-0.015508697029046448,-0.029272044120305152,0.0014069565,-0.029272044120305152
7,2022-02-13 12:37:53.684210432,0.6504068229385519,-0.024680541846901827,0.64887017,-0.02314388902477449,0.8389735981314136,-0.5931393153478682,0.6498899209166611,-0.02416363982501102,0.6425119600864421,-0.016785678994791997,0.6464567566232461,0.000547723490502694,0.645649,-0.01992273481182283,-0.024680541846901827,0.0045626685,-0.024680541846901827
8,2022-03-16 00:00:00.000000000,0.648541141512699,-0.0015366613989502564,0.649588,-0.0025835087397058087,0.7534927763149879,-0.1838533103182111,0.6475401298103816,-0.0005356496966327784,0.6425119600864421,0.004492520027306712,0.6463235191057908,-0.005592847841778492,0.6443394,0.0026650974652807635,-0.0015366613989502564,0.0060742013,-0.0015366613989502564
9,2022-04-15 19:12:00.000000000,0.6514469030535445,-0.010716231789532182,0.64967054,-0.00893987002245622,0.9398904063253687,-0.17910908458803584,0.6455197172413313,-0.004789045977318995,0.6425119600864421,-0.001781288822429783,0.6439058184185812,0.00907372408330942,0.6431432,-0.0024125057684584172,-0.010716231789532182,0.0058436524,-0.010716231789532182
